Surate_N,Verset_N,Mot_N,Morpheme_N,MORPHEME,LEM,ROOT
60,7,5,2,kumo,,
60,7,6,1,wa,,
60,7,6,2,bayona,bayon,byn
60,7,7,1,{l~a*iyna,{l~a*iY,
60,7,8,1,EaAdayo,EaAdayo,Edw
60,7,8,2,tum,,
60,7,9,1,m~ino,"min
",
60,7,9,2,hum,,
60,7,10,1,m~awad~apF,m~awad~ap,wdd
60,7,11,1,wa,,
60,7,11,2,{ll~ahu,{ll~ah,Alh
60,7,12,1,qadiyrN,qadiyr,qdr
60,7,13,1,wa,,
60,7,13,2,{ll~ahu,{ll~ah,Alh
60,7,14,1,gafuwrN,gafuwr,gfr
60,7,15,1,r~aHiymN,r~aHiym,rHm
60,8,1,1,l~aA,"laA
",
60,8,2,1,yanohaY`,nahaY`,nhy
60,8,2,2,kumu,,
60,8,3,1,{ll~ahu,{ll~ah,Alh
60,8,4,1,Eani,"Ean
",
60,8,5,1,{l~a*iyna,{l~a*iY,
60,8,6,1,lamo,"lam
",
60,8,7,1,yuqa`tilu,qa`tala,qtl
60,8,7,2,w,,
60,8,7,3,kumo,,
60,8,8,1,fiY,"fiY
",
60,8,9,1,{l,,
60,8,9,2,d~iyni,diyn,dyn
60,8,10,1,wa,,
60,8,10,2,lamo,"lam
",
60,8,11,1,yuxoriju,>axoraja,xrj
60,8,11,2,w,,
60,8,11,3,kum,,
60,8,12,1,m~in,"min
",
60,8,13,1,diya`ri,daAr,dwr
60,8,13,2,kumo,,
60,8,14,1,>an,">an
",
60,8,15,1,tabar~u,tabar~u,brr
60,8,15,2,w,,
60,8,15,3,humo,,
60,8,16,1,wa,,
60,8,16,2,tuqosiTu,tuqosiTu,qsT
60,8,16,3,w^A@,,
60,8,17,1,<ilayo,"<ilaY`
",
60,8,17,2,himo,,
60,8,18,1,<in~a,<in~,
60,8,19,1,{ll~aha,{ll~ah,Alh
60,8,20,1,yuHib~u,>aHobabo,Hbb
60,8,21,1,{lo,,
60,8,21,2,muqosiTiyna,muqosiTiyn,qsT
60,9,1,1,<in~a,<in~,
60,9,1,2,maA,"maA
",
60,9,2,1,yanohaY`,nahaY`,nhy
60,9,2,2,kumu,,
60,9,3,1,{ll~ahu,{ll~ah,Alh
60,9,4,1,Eani,"Ean
",
60,9,5,1,{l~a*iyna,{l~a*iY,
60,9,6,1,qa`talu,qa`tala,qtl
60,9,6,2,w,,
60,9,6,3,kumo,,
60,9,7,1,fiY,"fiY
",
60,9,8,1,{l,,
60,9,8,2,d~iyni,diyn,dyn
60,9,9,1,wa,,
60,9,9,2,>axoraju,>axoraja,xrj
60,9,9,3,w,,
60,9,9,4,kum,,
60,9,10,1,m~in,"min
",
60,9,11,1,diya`ri,daAr,dwr
60,9,11,2,kumo,,
60,9,12,1,wa,,
60,9,12,2,Za`haru,Za`haru,Zhr
60,9,12,3,wA@,,
60,9,13,1,EalaY`^,"EalaY`
",
60,9,14,1,<ixoraAji,<ixoraAj,xrj
60,9,14,2,kumo,,
60,9,15,1,>an,">an
",
60,9,16,1,tawal~a,tawal~aY`,wly
60,9,16,2,wo,,
60,9,16,3,humo,,
60,9,17,1,wa,,
60,9,17,2,man,"man
",
60,9,18,1,yatawal~a,tawal~aY`,wly
60,9,18,2,humo,,
60,9,19,1,fa,,
60,9,19,2,>uw@la`^}ika,>uwla`^}ik,
60,9,20,1,humu,,
60,9,21,1,{l,,
60,9,21,2,Z~a`limuwna,ZaAlim,Zlm
60,10,1,1,ya`^,,
60,10,1,2,>ay~uhaA,>ay~uhaA,
60,10,2,1,{l~a*iyna,{l~a*iY,
60,10,3,1,'aAmanu,'aAmana,Amn
60,10,3,2,w^A@,,
60,10,4,1,<i*aA,"<i*aA
",
60,10,5,1,jaA^'a,jaA^'a,jyA
60,10,5,2,kumu,,
60,10,6,1,{lo,,
60,10,6,2,mu&omina`tu,m~u&omina`t,Amn
60,10,7,1,muha`jira`tK,muha`jira`t,hjr
60,10,8,1,fa,,
60,10,8,2,{motaHinu,{motaHana,mHn
60,10,8,3,w,,
60,10,8,4,hun~a,,
60,10,9,1,{ll~ahu,{ll~ah,Alh
60,10,10,1,>aEolamu,>aEolam,Elm
60,10,11,1,bi,,
60,10,11,2,<iyma`ni,<iyma`n,Amn
60,10,11,3,hin~a,,
60,10,12,1,fa,,
60,10,12,2,<ino,"<in
",
60,10,13,1,Ealimo,Ealima,Elm
60,10,13,2,tumuw,,
60,10,13,3,hun~a,,
60,10,14,1,mu&omina`tK,m~u&omina`t,Amn
60,10,15,1,fa,,
60,10,15,2,laA,"laA
",
60,10,16,1,tarojiEu,rajaEa,rjE
60,10,16,2,w,,
60,10,16,3,hun~a,,
60,10,17,1,<ilaY,"<ilaY`
",
60,10,18,1,{lo,,
60,10,18,2,kuf~aAri,kaAfir,kfr
60,10,19,1,laA,"laA
",
60,10,20,1,hun~a,,
60,10,21,1,Hil~N,Hil~,Hll
60,10,22,1,l~a,,
60,10,22,2,humo,,
60,10,23,1,wa,,
60,10,23,2,laA,"laA
",
60,10,24,1,humo,,
60,10,25,1,yaHil~u,Halalo,Hll
60,10,25,2,wna,,
60,10,26,1,la,,
60,10,26,2,hun~a,,
60,10,27,1,wa,,
60,10,27,2,'aAtu,A^taY,Aty
60,10,27,3,w,,
60,10,27,4,hum,,
60,10,28,1,m~aA^,"maA
",
60,10,29,1,>anfaqu,>anfaqa,nfq
60,10,29,2,wA@,,
60,10,30,1,wa,,
60,10,30,2,laA,laA,
60,10,31,1,junaAHa,junaAH,jnH
60,10,32,1,Ealayo,"EalaY`
",
60,10,32,2,kumo,,
60,10,33,1,>an,">an
",
60,10,34,1,tankiHu,nakaHa,nkH
60,10,34,2,w,,
60,10,34,3,hun~a,,
60,10,35,1,<i*aA^,"<i*aA
",
60,10,36,1,'aAtayo,A^taY,Aty
60,10,36,2,tumuw,,
60,10,36,3,hun~a,,
60,10,37,1,>ujuwra,>ajor,Ajr
60,10,37,2,hun~a,,
60,10,38,1,wa,,
60,10,38,2,laA,"laA
",
60,10,39,1,tumosiku,>amosaka,msk
60,10,39,2,wA@,,
60,10,40,1,bi,,
60,10,40,2,EiSami,EiSam,ESm
60,10,41,1,{lo,,
60,10,41,2,kawaAfiri,kawaAfir,kfr
60,10,42,1,wa,,
60,10,42,2,so_#alu,sa>ala,sAl
60,10,42,3,wA@,,
60,10,43,1,maA^,"maA
",
60,10,44,1,>anfaqo,>anfaqa,nfq
60,10,44,2,tumo,,
60,10,45,1,wa,,
60,10,45,2,lo,,
60,10,45,3,yaso_#alu,sa>ala,sAl
60,10,45,4,wA@,,
60,10,46,1,maA^,"maA
",
60,10,47,1,>anfaqu,>anfaqa,nfq
60,10,47,2,wA@,,
60,10,48,1,*a`likumo,*a`lik,
60,10,49,1,Hukomu,Hukom,Hkm
60,10,50,1,{ll~ahi,{ll~ah,Alh
60,10,51,1,yaHokumu,Hakama,Hkm
60,10,52,1,bayona,bayon,byn
60,10,52,2,kumo,,
60,10,53,1,wa,,
60,10,53,2,{ll~ahu,{ll~ah,Alh
60,10,54,1,EaliymN,Ealiym,Elm
60,10,55,1,HakiymN,Hakiym,Hkm
60,11,1,1,wa,,
60,11,1,2,<in,"<in
",
60,11,2,1,faAta,faAta,fwt
60,11,2,2,kumo,,
60,11,3,1,$aYo'N,$aYo',$yA
60,11,4,1,m~ino,"min
",
60,11,5,1,>azowa`ji,zawoj,zwj
60,11,5,2,kumo,,
60,11,6,1,<ilaY,"<ilaY`
",
60,11,7,1,{lo,,
60,11,7,2,kuf~aAri,kaAfir,kfr
60,11,8,1,fa,,
60,11,8,2,EaAqabo,EaAqaba,Eqb
60,11,8,3,tumo,,
60,11,9,1,fa,,
60,11,9,2,_#aAtu,A^taY,Aty
60,11,9,3,wA@,,
60,11,10,1,{l~a*iyna,{l~a*iY,
60,11,11,1,*ahabato,*ahaba,*hb
60,11,12,1,>azowa`ju,zawoj,zwj
60,11,12,2,hum,,
60,11,13,1,m~ivola,mivol,mvl
60,11,14,1,maA^,"maA
",
60,11,15,1,>anfaqu,>anfaqa,nfq
60,11,15,2,wA@,,
60,11,16,1,wa,,
60,11,16,2,{t~aqu,{t~aqaY`,wqy
60,11,16,3,wA@,,
60,11,17,1,{ll~aha,{ll~ah,Alh
60,11,18,1,{l~a*iY^,{l~a*iY,
60,11,19,1,>antum,,
60,11,20,1,bi,,
60,11,20,2,hi.,,
60,11,21,1,mu&ominuwna,mu&omin,Amn
60,12,1,1,ya`^,,
60,12,1,2,>ay~uhaA,>ay~uhaA,
60,12,2,1,{l,,
60,12,2,2,n~abiY~u,n~abiY~,nbA
60,12,3,1,<i*aA,"<i*aA
",
60,12,4,1,jaA^'a,jaA^'a,jyA
60,12,4,2,ka,,
60,12,5,1,{lo,,
60,12,5,2,mu&omina`tu,m~u&omina`t,Amn
60,12,6,1,yubaAyiEo,baAyaEo,byE
60,12,6,2,na,,
60,12,6,3,ka,,
60,12,7,1,EalaY`^,"EalaY`
",
60,12,8,1,>an,">an
",
60,12,9,1,l~aA,"laA
",
60,12,10,1,yu$oriko,>a$oraka,$rk
60,12,10,2,na,,
60,12,11,1,bi,,
60,12,11,2,{ll~ahi,{ll~ah,Alh
60,12,12,1,$ayo_#FA,$aYo',$yA
60,12,13,1,wa,,
60,12,13,2,laA,"laA
",
60,12,14,1,yasoriqo,saraqa,srq
60,12,14,2,na,,
60,12,15,1,wa,,
60,12,15,2,laA,"laA
",
60,12,16,1,yazoniy,yazonu,zny
60,12,16,2,na,,
60,12,17,1,wa,,
60,12,17,2,laA,"laA
",
60,12,18,1,yaqotulo,qatala,qtl
60,12,18,2,na,,
60,12,19,1,>awola`da,walad,wld
60,12,19,2,hun~a,,
60,12,20,1,wa,,
60,12,20,2,laA,"laA
",
60,12,21,1,ya>otiy,>ataY,Aty
60,12,21,2,na,,
60,12,22,1,bi,,
60,12,22,2,buhota`nK,buhota`n,bht
60,12,23,1,yafotariy,yafotariy,fry
60,12,23,2,na,,
60,12,23,3,"hu,",,
60,12,24,1,bayona,bayon,byn
60,12,25,1,>ayodiy,yad,ydy
60,12,25,2,hin~a,,
60,12,26,1,wa,,
60,12,26,2,>arojuli,rijol,rjl
60,12,26,3,hin~a,,
60,12,27,1,wa,,
60,12,27,2,laA,"laA
",
60,12,28,1,yaEoSiy,EaSaA,ESy
60,12,28,2,na,,
60,12,28,3,ka,,
60,12,29,1,fiY,"fiY
",
60,12,30,1,maEoruwfK,m~aEoruwf,Erf
60,12,31,1,fa,,
60,12,31,2,baAyiEo,baAyaEo,byE
60,12,31,3,hun~a,,
60,12,32,1,wa,,
60,12,32,2,{sotagofiro,{sotagofara,gfr
60,12,33,1,la,,
60,12,33,2,hun~a,,
60,12,34,1,{ll~aha,{ll~ah,Alh
60,12,35,1,<in~a,<in~,
60,12,36,1,{ll~aha,{ll~ah,Alh
60,12,37,1,gafuwrN,gafuwr,gfr
60,12,38,1,r~aHiymN,r~aHiym,rHm
60,13,1,1,ya`^,,
60,13,1,2,>ay~uhaA,>ay~uhaA,
60,13,2,1,{l~a*iyna,{l~a*iY,
60,13,3,1,'aAmanu,'aAmana,Amn
60,13,3,2,wA@,,
60,13,4,1,laA,"laA
",
60,13,5,1,tatawal~a,tawal~aY`,wly
60,13,5,2,woA@,,
60,13,6,1,qawomFA,qawom,qwm
60,13,7,1,gaDiba,gaDiba,gDb
60,13,8,1,{ll~ahu,{ll~ah,Alh
60,13,9,1,Ealayo,"EalaY`
",
60,13,9,2,himo,,
60,13,10,1,qado,"qad
",
60,13,11,1,ya}isu,ya}isa,yAs
60,13,11,2,wA@,,
60,13,12,1,mina,"min
",
60,13,13,1,{lo,,
60,13,13,2,'aAxirapi,A^xir,Axr
60,13,14,1,ka,,
60,13,14,2,maA,"maA
",
60,13,15,1,ya}isa,ya}isa,yAs
60,13,16,1,{lo,,
60,13,16,2,kuf~aAru,kaAfir,kfr
60,13,17,1,mino,"min
",
60,13,18,1,>aSoHa`bi,>aSoHa`b,SHb
60,13,19,1,{lo,,
60,13,19,2,qubuwri,qabor,qbr
61,1,1,1,sab~aHa,sab~aHa,sbH
61,1,2,1,li,,
61,1,2,2,l~ahi,{ll~ah,Alh
61,1,3,1,maA,"maA
",
61,1,4,1,fiY,"fiY
",
61,1,5,1,{l,,
61,1,5,2,s~ama`wa`ti,samaA^',smw
61,1,6,1,wa,,
61,1,6,2,maA,"maA
",
61,1,7,1,fiY,"fiY
",
61,1,8,1,{lo,,
61,1,8,2,>aroDi,>aroD,ArD
61,1,9,1,wa,,
61,1,9,2,huwa,,
61,1,10,1,{lo,,
61,1,10,2,Eaziyzu,Eaziyz,Ezz
61,1,11,1,{lo,,
61,1,11,2,Hakiymu,Hakiym,Hkm
61,2,1,1,ya`^,,
61,2,1,2,>ay~uhaA,>ay~uhaA,
61,2,2,1,{l~a*iyna,{l~a*iY,
61,2,3,1,'aAmanu,'aAmana,Amn
61,2,3,2,wA@,,
61,2,4,1,li,,
61,2,4,2,ma,"maA
",
61,2,5,1,taquwlu,qaAla,qwl
61,2,5,2,wna,,
61,2,6,1,maA,"maA
",
61,2,7,1,laA,"laA
",
61,2,8,1,tafoEalu,faEala,fEl
61,2,8,2,wna,,
61,3,1,1,kabura,kabura,kbr
61,3,2,1,maqotFA,maqot,mqt
61,3,3,1,Einda,Eind,End
61,3,4,1,{ll~ahi,{ll~ah,Alh
61,3,5,1,>an,">an
",
61,3,6,1,taquwlu,qaAla,qwl
61,3,6,2,wA@,,
61,3,7,1,maA,"maA
",
61,3,8,1,laA,"laA
",
61,3,9,1,tafoEalu,faEala,fEl
61,3,9,2,wna,,
61,4,1,1,<in~a,<in~,
61,4,2,1,{ll~aha,{ll~ah,Alh
61,4,3,1,yuHib~u,>aHobabo,Hbb
61,4,4,1,{l~a*iyna,{l~a*iY,
61,4,5,1,yuqa`tilu,qa`tala,qtl
61,4,5,2,wna,,
61,4,6,1,fiY,"fiY
",
61,4,7,1,sabiyli,sabiyl,sbl
61,4,7,2,hi.,,
61,4,8,1,Saf~FA,Saf~,Sff
61,4,9,1,ka>an~a,ka>an~,
61,4,9,2,hum,,
61,4,10,1,bunoya`nN,bunoya`n,bny
61,4,11,1,m~aroSuwSN,m~aroSuwS,rSS
61,5,1,1,wa,,
61,5,1,2,<i*o,"<i*
",
61,5,2,1,qaAla,qaAla,qwl
61,5,3,1,muwsaY`,muwsaY`,
61,5,4,1,li,,
61,5,4,2,qawomi,qawom,qwm
61,5,4,3,hi.,,
61,5,5,1,ya`,,
61,5,5,2,qawomi,qawom,qwm
61,5,5,3,,,
61,5,6,1,li,,
61,5,6,2,ma,"maA
",
61,5,7,1,tu&o*u,>uw*iYa,A*y
61,5,7,2,wna,,
61,5,7,3,niY,,
61,5,8,1,wa,,
61,5,8,2,qad,"qad
",
61,5,9,1,t~aEolamu,Ealima,Elm
61,5,9,2,wna,,
61,5,10,1,>an~i,>an~,
61,5,10,2,Y,,
61,5,11,1,rasuwlu,rasuwl,rsl
61,5,12,1,{ll~ahi,{ll~ah,Alh
61,5,13,1,<ilayo,"<ilaY`
",
61,5,13,2,kumo,,
61,5,14,1,fa,,
61,5,14,2,lam~aA,"lam~aA
",
61,5,15,1,zaAgu,zaAga,zyg
61,5,15,2,w^A@,,
61,5,16,1,>azaAga,>azaAga,zyg
61,5,17,1,{ll~ahu,{ll~ah,Alh
61,5,18,1,quluwba,qalob,qlb
61,5,18,2,humo,,
61,5,19,1,wa,,
61,5,19,2,{ll~ahu,{ll~ah,Alh
61,5,20,1,laA,"laA
",
61,5,21,1,yahodiY,hadaY,hdy
61,5,22,1,{lo,,
61,5,22,2,qawoma,qawom,qwm
61,5,23,1,{lo,,
61,5,23,2,fa`siqiyna,faAsiq,fsq
61,6,1,1,wa,,
61,6,1,2,<i*o,"<i*
",
61,6,2,1,qaAla,qaAla,qwl
61,6,3,1,EiysaY,EiysaY,
61,6,4,1,{bonu,{bon,bny
61,6,5,1,maroyama,maroyam,
61,6,6,1,ya`,,
61,6,6,2,baniY^,bunaY~,bny
61,6,7,1,<isora`^'iyla,<isoraA}iyl,
61,6,8,1,<in~i,<in~,
61,6,8,2,Y,,
61,6,9,1,rasuwlu,rasuwl,rsl
61,6,10,1,{ll~ahi,{ll~ah,Alh
61,6,11,1,<ilayo,"<ilaY`
",
61,6,11,2,kum,,
61,6,12,1,m~uSad~iqFA,muSad~iq,Sdq
61,6,13,1,l~i,,
61,6,13,2,maA,"maA
",
61,6,14,1,bayona,bayon,byn
61,6,15,1,yadaY~a,yad,ydy
61,6,15,2,,,
61,6,16,1,mina,"min
",
61,6,17,1,{l,,
61,6,17,2,t~aworaY`pi,t~aworaY`p,
61,6,18,1,wa,,
61,6,18,2,muba$~irF[A,muba$~ir,b$r
61,6,19,1,bi,,
61,6,19,2,rasuwlK,rasuwl,rsl
61,6,20,1,ya>otiY,>ataY,Aty
61,6,21,1,min[,"min
",
61,6,22,1,baEodi,baEod,bEd
61,6,22,2,Y,,
61,6,23,1,{somu,{som,smw
61,6,23,2,"hu,^",,
61,6,24,1,>aHomadu,>aHomad,
61,6,25,1,fa,,
61,6,25,2,lam~aA,"lam~aA
",
61,6,26,1,jaA^'a,jaA^'a,jyA
61,6,26,2,hum,,
61,6,27,1,bi,,
61,6,27,2,{lo,,
61,6,27,3,bay~ina`ti,bay~inap,byn
61,6,28,1,qaAlu,qaAla,qwl
61,6,28,2,wA@,,
61,6,29,1,ha`*aA,ha`*aA,
61,6,30,1,siHorN,siHor,sHr
61,6,31,1,m~ubiynN,m~ubiyn,byn
61,7,1,1,wa,,
61,7,1,2,mano,"man
",
61,7,2,1,>aZolamu,>aZolam,Zlm
61,7,3,1,mi,"min
",
61,7,3,2,m~ani,"man
",
61,7,4,1,{fotaraY`,{fotaraY`,fry
61,7,5,1,EalaY,"EalaY`
",
61,7,6,1,{ll~ahi,{ll~ah,Alh
61,7,7,1,{lo,,
61,7,7,2,ka*iba,ka*ib,k*b
61,7,8,1,wa,,
61,7,8,2,huwa,,
61,7,9,1,yudoEaY`^,daEaA,dEw
61,7,10,1,<ilaY,"<ilaY`
",
61,7,11,1,{lo,,
61,7,11,2,<isola`mi,<isola`m,slm
61,7,12,1,wa,,
61,7,12,2,{ll~ahu,{ll~ah,Alh
61,7,13,1,laA,"laA
",
61,7,14,1,yahodiY,hadaY,hdy
61,7,15,1,{lo,,
61,7,15,2,qawoma,qawom,qwm
61,7,16,1,{l,,
61,7,16,2,Z~a`limiyna,ZaAlim,Zlm
61,8,1,1,yuriydu,>araAda,rwd
61,8,1,2,wna,,
61,8,2,1,li,,
61,8,2,2,yuTofi_#u,>aTofa>a,TfA
61,8,2,3,wA@,,
61,8,3,1,nuwra,nuwr,nwr
61,8,4,1,{ll~ahi,{ll~ah,Alh
61,8,5,1,bi,,
61,8,5,2,>afowa`hi,>afowa`h,fwh
61,8,5,3,himo,,
61,8,6,1,wa,,
61,8,6,2,{ll~ahu,{ll~ah,Alh
61,8,7,1,mutim~u,mutim~,tmm
61,8,8,1,nuwri,nuwr,nwr
61,8,8,2,hi.,,
61,8,9,1,wa,,
61,8,9,2,lawo,"law
",
61,8,10,1,kariha,kariha,krh
61,8,11,1,{lo,,
61,8,11,2,ka`firuwna,ka`firuwn,kfr
61,9,1,1,huwa,,
61,9,2,1,{l~a*iY^,{l~a*iY,
61,9,3,1,>arosala,>arosala,rsl
61,9,4,1,rasuwla,rasuwl,rsl
61,9,4,2,"hu,",,
61,9,5,1,bi,,
61,9,5,2,{lo,,
61,9,5,3,hudaY`,hudFY,hdy
61,9,6,1,wa,,
61,9,6,2,diyni,diyn,dyn
61,9,7,1,{lo,,
61,9,7,2,Haq~i,Haq~,Hqq
61,9,8,1,li,,
61,9,8,2,yuZohira,>aZohara,Zhr
61,9,8,3,"hu,",,
61,9,9,1,EalaY,"EalaY`
",
61,9,10,1,{l,,
61,9,10,2,d~iyni,diyn,dyn
61,9,11,1,kul~i,kul~,kll
61,9,11,2,hi.,,
61,9,12,1,wa,,
61,9,12,2,lawo,"law
",
61,9,13,1,kariha,kariha,krh
61,9,14,1,{lo,,
61,9,14,2,mu$orikuwna,mu$orik,$rk
61,10,1,1,ya`^,,
61,10,1,2,>ay~uhaA,>ay~uhaA,
61,10,2,1,{l~a*iyna,{l~a*iY,
61,10,3,1,'aAmanu,'aAmana,Amn
61,10,3,2,wA@,,
61,10,4,1,halo,"hal
",
61,10,5,1,>adul~u,dal~a,dll
61,10,5,2,kumo,,
61,10,6,1,EalaY`,"EalaY`
",
61,10,7,1,tija`rapK,tija`rap,tjr
61,10,8,1,tunjiy,>anjaY`,njw
61,10,8,2,kum,,
61,10,9,1,m~ino,"min
",
61,10,10,1,Ea*aAbK,Ea*aAb,E*b
61,10,11,1,>aliymK,>aliym,Alm
61,11,1,1,tu&ominu,'aAmana,Amn
61,11,1,2,wna,,
61,11,2,1,bi,,
61,11,2,2,{ll~ahi,{ll~ah,Alh
61,11,3,1,wa,,
61,11,3,2,rasuwli,rasuwl,rsl
61,11,3,3,hi.,,
61,11,4,1,wa,,
61,11,4,2,tuja`hidu,ja`hada,jhd
61,11,4,3,wna,,
61,11,5,1,fiY,"fiY
",
61,11,6,1,sabiyli,sabiyl,sbl
61,11,7,1,{ll~ahi,{ll~ah,Alh
61,11,8,1,bi,,
61,11,8,2,>amowa`li,maAl,mwl
61,11,8,3,kumo,,
61,11,9,1,wa,,
61,11,9,2,>anfusi,nafos,nfs
61,11,9,3,kumo,,
61,11,10,1,*a`likumo,*a`lik,
61,11,11,1,xayorN,xayor,xyr
61,11,12,1,l~a,,
61,11,12,2,kumo,,
61,11,13,1,<in,"<in
",
61,11,14,1,kun,kaAna,kwn
61,11,14,2,tumo,,
61,11,15,1,taEolamu,Ealima,Elm
61,11,15,2,wna,,
61,12,1,1,yagofiro,gafara,gfr
61,12,2,1,la,,
61,12,2,2,kumo,,
61,12,3,1,*unuwba,*anb,*nb
61,12,3,2,kumo,,
61,12,4,1,wa,,
61,12,4,2,yudoxilo,>udoxila,dxl
61,12,4,3,kumo,,
61,12,5,1,jan~a`tK,jan~ap,jnn
61,12,6,1,tajoriY,jarayo,jry
61,12,7,1,min,"min
",
61,12,8,1,taHoti,taHot,tHt
61,12,8,2,haA,,
61,12,9,1,{lo,,
61,12,9,2,>anoha`ru,nahar,nhr
61,12,10,1,wa,,
61,12,10,2,masa`kina,masokan,skn
61,12,11,1,Tay~ibapF,Tay~ibap,Tyb
61,12,12,1,fiY,"fiY
",
61,12,13,1,jan~a`ti,jan~ap,jnn
61,12,14,1,EadonK,Eadon,
61,12,15,1,*a`lika,*a`lik,
61,12,16,1,{lo,,
61,12,16,2,fawozu,fawoz,fwz
61,12,17,1,{lo,,
61,12,17,2,EaZiymu,EaZiym,EZm
61,13,1,1,wa,,
61,13,1,2,>uxoraY`,A^xar,Axr
61,13,2,1,tuHib~u,>aHobabo,Hbb
61,13,2,2,wna,,
61,13,2,3,haA,,
61,13,3,1,naSorN,naSor,nSr
61,13,4,1,m~ina,"min
",
61,13,5,1,{ll~ahi,{ll~ah,Alh
61,13,6,1,wa,,
61,13,6,2,fatoHN,fatoH,ftH
61,13,7,1,qariybN,qariyb,qrb
61,13,8,1,wa,,
61,13,8,2,ba$~iri,bu$~ira,b$r
61,13,9,1,{lo,,
61,13,9,2,mu&ominiyna,mu&omin,Amn
61,14,1,1,ya`^,,
61,14,1,2,>ay~uhaA,>ay~uhaA,
61,14,2,1,{l~a*iyna,{l~a*iY,
61,14,3,1,'aAmanu,'aAmana,Amn
61,14,3,2,wA@,,
61,14,4,1,kuwnu,kaAna,kwn
61,14,4,2,w^A@,,
61,14,5,1,>anSaAra,naSiyr,nSr
61,14,6,1,{ll~ahi,{ll~ah,Alh
61,14,7,1,ka,,
61,14,7,2,maA,"maA
",
61,14,8,1,qaAla,qaAla,qwl
61,14,9,1,EiysaY,EiysaY,
61,14,10,1,{bonu,{bon,bny
61,14,11,1,maroyama,maroyam,
61,14,12,1,li,,
61,14,12,2,lo,,
61,14,12,3,HawaAriy~i.na,HawaAriy~uwn,Hwr
61,14,13,1,mano,"man
",
61,14,14,1,>anSaAri,naSiyr,nSr
61,14,14,2,Y^,,
61,14,15,1,<ilaY,"<ilaY`
",
61,14,16,1,{ll~ahi,{ll~ah,Alh
61,14,17,1,qaAla,qaAla,qwl
61,14,18,1,{lo,,
61,14,18,2,HawaAriy~uwna,HawaAriy~uwn,Hwr
61,14,19,1,naHonu,,
61,14,20,1,>anSaAru,naSiyr,nSr
61,14,21,1,{ll~ahi,{ll~ah,Alh
61,14,22,1,fa,,
61,14,22,2,_#aAmanat,'aAmana,Amn
61,14,23,1,T~aA^}ifapN,TaA^}ifap,Twf
61,14,24,1,m~in[,"min
",
61,14,25,1,baniY^,bunaY~,bny
61,14,26,1,<isora`^'iyla,<isoraA}iyl,
61,14,27,1,wa,,
61,14,27,2,kafarat,kafara,kfr
61,14,28,1,T~aA^}ifapN,TaA^}ifap,Twf
61,14,29,1,fa,,
61,14,29,2,>ay~ado,>ay~ada,Ayd
61,14,29,3,naA,,
61,14,30,1,{l~a*iyna,{l~a*iY,
61,14,31,1,'aAmanu,'aAmana,Amn
61,14,31,2,wA@,,
61,14,32,1,EalaY`,"EalaY`
",
61,14,33,1,Eaduw~i,Eaduw~,Edw
61,14,33,2,himo,,
61,14,34,1,fa,,
61,14,34,2,>aSobaHu,>aSobaHa,SbH
61,14,34,3,wA@,,
61,14,35,1,Za`hiriyna,Za`hir,Zhr
62,1,1,1,yusab~iHu,sab~aHa,sbH
62,1,2,1,li,,
62,1,2,2,l~ahi,{ll~ah,Alh
62,1,3,1,maA,"maA
",
62,1,4,1,fiY,"fiY
",
62,1,5,1,{l,,
62,1,5,2,s~ama`wa`ti,samaA^',smw
62,1,6,1,wa,,
62,1,6,2,maA,"maA
",
62,1,7,1,fiY,"fiY
",
62,1,8,1,{lo,,
62,1,8,2,>aroDi,>aroD,ArD
62,1,9,1,{lo,,
62,1,9,2,maliki,malik,mlk
62,1,10,1,{lo,,
62,1,10,2,qud~uwsi,qud~uws,qds
62,1,11,1,{lo,,
62,1,11,2,Eaziyzi,Eaziyz,Ezz
62,1,12,1,{lo,,
62,1,12,2,Hakiymi,Hakiym,Hkm
62,2,1,1,huwa,,
62,2,2,1,{l~a*iY,{l~a*iY,
62,2,3,1,baEava,baEava,bEv
62,2,4,1,fiY,"fiY
",
62,2,5,1,{lo,,
62,2,5,2,>um~iy~i.na,>um~iY~,Amm
62,2,6,1,rasuwlFA,rasuwl,rsl
62,2,7,1,m~ino,"min
",
62,2,7,2,humo,,
62,2,8,1,yatoluwA@,talaY`,tlw
62,2,9,1,Ealayo,"EalaY`
",
62,2,9,2,himo,,
62,2,10,1,'aAya`ti,'aAyap,Ayy
62,2,10,2,hi.,,
62,2,11,1,wa,,
62,2,11,2,yuzak~iy,zak~aY`,zkw
62,2,11,3,himo,,
62,2,12,1,wa,,
62,2,12,2,yuEal~imu,Eal~ama,Elm
62,2,12,3,humu,,
62,2,13,1,{lo,,
62,2,13,2,kita`ba,kita`b,ktb
62,2,14,1,wa,,
62,2,14,2,{lo,,
62,2,14,3,Hikomapa,Hikomap,Hkm
62,2,15,1,wa,,
62,2,15,2,<in,"<in
",
62,2,16,1,kaAnu,kaAna,kwn
62,2,16,2,wA@,,
62,2,17,1,min,"min
",
62,2,18,1,qabolu,qabol,qbl
62,2,19,1,la,,
62,2,19,2,fiY,"fiY
",
62,2,20,1,Dala`lK,Dala`l,Dll
62,2,21,1,m~ubiynK,m~ubiyn,byn
62,3,1,1,wa,,
62,3,1,2,'aAxariyna,A^xar,Axr
62,3,2,1,mino,"min
",
62,3,2,2,humo,,
62,3,3,1,lam~aA,"lam
",
