Sourate_N,Verset_N,Verset_B,ROOTS
36,54,fa {lo yawoma laA tuZolamu nafosN $ayo_#FA wa laA tujoza wona <il~aA maA kun tumo taEomalu wna,  ywm  Zlm nfs $yA   jzy    kwn  Eml 
36,55,<in~a >aSoHa`ba {lo jan~api {lo yawoma fiY $ugulK fa`kihuwna, SHb  jnn  ywm  $gl fkh
36,56,humo wa >azowa`ju humo fiY Zila`lK EalaY {lo >araA^}iki mut~aki_#uwna,  zwj   Zll   Ark wkA
36,57,la humo fiy haA fa`kihapN wa la hum m~aA yad~aEu wna,    fkh     dEw 
36,58,sala`mN qawolFA m~in r~ab~K r~aHiymK,slm qwl  rbb rHm
36,59,wa {mota`zu wA@ {lo yawoma >ay~uhaA {lo mujorimuwna, myz   ywm   jrm
36,60,">a lamo >aEohado <ilayo kumo ya` baniY^ 'aAdama >an l~aA taEobudu wA@ {l $~ayoTa`na <in~a hu, la kumo Eaduw~N m~ubiynN",  Ehd    bny    Ebd   $Tn     Edw byn
36,61,wa >ani {Eobudu w niY ha`*aA Sira`TN m~usotaqiymN,  Ebd    SrT qwm
36,62,wa la qado >aDal~a min kumo jibil~FA kaviyrFA >a fa lamo takuwnu wA@ taEoqilu wna,   Dll   jbl kvr    kwn  Eql 
36,63,ha`*ihi. jahan~amu {l~atiY kun tumo tuwEadu wna,   kwn  wEd 
36,64,{Sola wo haA {lo yawoma bi maA kun tumo takofuru wna,Sly    ywm   kwn  kfr 
36,65,{lo yawoma naxotimu EalaY`^ >afowa`hi himo wa tukal~imu naA^ >ayodiy himo wa ta$ohadu >arojulu hum bi maA kaAnu wA@ yakosibu wna, ywm xtm  fwh   klm  ydy   $hd rjl    kwn  ksb 
36,66,wa lawo na$aA^'u la Tamaso naA EalaY`^ >aEoyuni himo fa {sotabaqu wA@ {l S~ira`Ta fa >an~aY` yuboSiru wna,"  $yA  Tms   Eyn   sbq   SrT  Any
 bSr "
36,67,wa lawo na$aA^'u la masaxo na` humo EalaY` makaAnati himo fa maA {sotaTa`Eu wA@ muDiy~FA wa laA yarojiEu wna,  $yA  msx    kwn    TwE  mDy   rjE 
36,68,wa man n~uEam~iro hu nunak~iso hu fiY {lo xaloqi >a fa laA yaEoqilu wna,  Emr  nks    xlq    Eql 
36,69,"wa maA Eal~amo na` hu {l $~iEora wa maA yan[bagiY la hu,^ <ino huwa <il~aA *ikorN wa quro'aAnN m~ubiynN",  Elm    $Er   bgy      *kr  qrA byn
36,70,l~i yun*ira man kaAna Hay~FA wa yaHiq~a {lo qawolu EalaY {lo ka`firiyna, n*r  kwn Hyy  Hqq  qwl   kfr
36,71,>a wa lamo yara woA@ >an~a A xalaqo naA la hum m~i m~aA Eamilato >ayodiy naA^ >anoEa`mFA fa humo la haA ma`likuwna,   rAy    xlq      Eml ydy  nEm     mlk
36,72,wa *al~alo na` haA la humo fa mino haA rakuwbu humo wa mino haA ya>okulu wna, *ll        rkb     Akl 
36,73,wa la humo fiy haA mana`fiEu wa ma$aAribu >a fa laA ya$okuru wna,     nfE  $rb    $kr 
36,74,wa {t~axa*u wA@ min duwni {ll~ahi 'aAlihapF l~aEal~a humo yunSaru wna, Ax*   dwn Alh Alh   nSr 
36,75,laA yasotaTiyEu wna naSora humo wa humo la humo jundN m~uHoDaruwna, TwE  nSr      jnd HDr
36,76,fa laA yaHozun ka qawolu humo <in~a A naEolamu maA yusir~u wna wa maA yuEolinu wna,  Hzn  qwl    Elm  srr    Eln 
36,77,>a wa lamo yara {lo <insa`nu >an~a A xalaqo na` hu min n~uTofapK fa <i*aA huwa xaSiymN m~ubiynN,   rAy  Ans   xlq    nTf    xSm byn
36,78,"wa Daraba la naA mavalFA wa nasiYa xaloqa hu, qaAla man yuHoYi {lo EiZa`ma wa hiYa ramiymN", Drb   mvl  nsy xlq  qwl  Hyy  EZm   rmm
36,79,qulo yuHoyiy haA {l~a*iY^ >an$a>a haA^ >aw~ala mar~apK wa huwa bi kul~i xaloqK EaliymN,qwl Hyy   n$A  Awl mrr    kll xlq Elm
36,80,{l~a*iY jaEala la kum m~ina {l $~ajari {lo >axoDari naArFA fa <i*aA^ >antum m~ino hu tuwqidu wna, jEl     $jr  xDr nwr      wqd 
36,81,>a wa layosa {l~a*iY xalaqa {l s~ama`wa`ti wa {lo >aroDa bi qa`dirK EalaY`^ >an yaxoluqa mivola hum balaY` wa huwa {lo xal~a`qu {lo Ealiymu,  lys  xlq  smw   ArD  qdr   xlq mvl      xlq  Elm
36,82,"<in~a maA^ >amoru hu,^ <i*aA^ >araAda $ayo_#FA >an yaquwla la hu, kun fa yakuwnu",  Amr   rwd $yA  qwl   kwn  kwn
36,83,fa suboHa`na {l~a*iY bi yadi hi. malakuwtu kul~i $aYo'K wa <ilayo hi turojaEu wna, sbH   ydy  mlk kll $yA    rjE 
37,1,wa {l S~a`^f~a`ti Saf~FA,  Sff Sff
37,2,fa {l z~a`jira`ti zajorFA,  zjr zjr
37,3,fa {l t~a`liya`ti *ikorFA,  tlw *kr
37,4,<in~a <ila`ha kumo la wa`HidN, Alh   wHd
37,5,r~ab~u {l s~ama`wa`ti wa {lo >aroDi wa maA bayona humaA wa rab~u {lo ma$a`riqi,rbb  smw   ArD   byn   rbb  $rq
37,6,<in~a A zay~a n~aA {l s~amaA^'a {l d~unoyaA bi ziynapK {lo kawaAkibi,  zyn   smw  dnw  zyn  kwkb
37,7,wa HifoZFA m~in kul~i $ayoTa`nK m~aAridK, HfZ  kll $Tn mrd
37,8,l~aA yas~am~aEu wna <ilaY {lo mala<i {lo >aEolaY` wa yuqo*afu wna min kul~i jaAnibK, smE    mlA  Elw  q*f   kll jnb
37,9,duHuwrFA wa la humo Ea*aAbN waASibN,dHr    E*b wSb
37,10,"<il~aA mano xaTifa {lo xaTofapa fa >atobaEa hu, $ihaAbN vaAqibN",  xTf  xTf  tbE  $hb vqb
37,11,fa {sotafoti himo >a humo >a$ad~u xaloqFA >am m~ano xalaqo naA^ <in~a A xalaqo na` hum m~in TiynK l~aAzibK], fty    $dd xlq   xlq    xlq    Tyn lzb
37,12,balo Eajibo ta wa yasoxaru wna, Ejb   sxr 
37,13,wa <i*aA *uk~iru wA@ laA ya*okuru wna,  *kr   *kr 
37,14,wa <i*aA ra>a woA@ 'aAyapF yasotasoxiru wna,  rAy  Ayy sxr 
37,15,wa qaAlu w^A@ <ino ha`*aA^ <il~aA siHorN m~ubiynN, qwl     sHr byn
37,16,>a 'i*aA mito naA wa ku n~aA turaAbFA wa EiZa`mFA >a 'in~a A la maboEuwvuwna,  mwt   kwn  trb  EZm     bEv
37,17,>a wa 'aAbaA^&u naA {lo >aw~aluwna,  Abw   Awl
37,18,qulo naEamo wa >antumo da`xiruwna,qwl    dxr
37,19,fa <in~a maA hiYa zajorapN wa`HidapN fa <i*aA humo yanZuru wna,    zjr wHd    nZr 
37,20,wa qaAlu wA@ ya` wayola naA ha`*aA yawomu {l d~iyni, qwl      ywm  dyn
37,21,ha`*aA yawomu {lo faSoli {l~a*iY kun tum bi hi. tuka*~ibu wna, ywm  fSl  kwn    k*b 
37,22,{Ho$uru wA@ {l~a*iyna Zalamu wA@ wa >azowa`ja humo wa maA kaAnu wA@ yaEobudu wna,H$r   Zlm   zwj    kwn  Ebd 
37,23,min duwni {ll~ahi fa {hodu w humo <ilaY` Sira`Ti {lo jaHiymi, dwn Alh  hdy    SrT  jHm
37,24,wa qifu w humo <in~a hum m~aso_#uwluwna, wqf     sAl
37,25,maA la kumo laA tanaASaru wna,    nSr 
37,26,balo humu {lo yawoma musotasolimuwna,   ywm slm
37,27,wa >aqobala baEoDu humo EalaY` baEoDK yatasaA^'alu wna, qbl bED   bED sAl 
37,28,qaAlu w^A@ <in~a kumo kun tumo ta>otu wna naA Eani {lo yamiyni,qwl    kwn  Aty     ymn
37,29,qaAlu wA@ bal l~amo takuwnu wA@ mu&ominiyna,qwl    kwn  Amn
37,30,wa maA kaAna la naA Ealayo kum m~in suloTa`nK] balo kun tumo qawomFA Ta`giyna,  kwn      slT  kwn  qwm Tgy
37,31,fa Haq~a Ealayo naA qawolu rab~i naA^ <in~a A la *aA^}iquwna, Hqq   qwl rbb     *wq
37,32,fa >agowayo na` kumo <in~a A ku n~aA ga`wiyna, gwy     kwn  gwy
37,33,fa <in~a humo yawoma}i*K fiY {lo Ea*aAbi mu$otarikuwna,      E*b $rk
37,34,<in~a A ka *a`lika nafoEalu bi {lo mujorimiyna,    fEl   jrm
37,35,<in~a humo kaAnu w^A@ <i*aA qiyla la humo laA^ <ila`ha <il~aA {ll~ahu yasotakobiru wna,  kwn   qwl    Alh  Alh kbr 
37,36,wa yaquwlu wna >a }in~a A la taArikuw^A@ 'aAlihati naA li $aAEirK m~ajonuwnK], qwl      trk Alh   $Er jnn
37,37,balo jaA^'a bi {lo Haq~i wa Sad~aqa {lo murosaliyna, jyA   Hqq  Sdq  rsl
37,38,<in~a kumo la *aA^}iquwA@ {lo Ea*aAbi {lo >aliymi,   *wq  E*b  Alm
37,39,wa maA tujoza wona <il~aA maA kun tumo taEomalu wna,  jzy    kwn  Eml 
37,40,<il~aA EibaAda {ll~ahi {lo muxolaSiyna, Ebd Alh  xlS
37,41,>uw@la`^}ika la humo rizoqN m~aEoluwmN,   rzq Elm
37,42,fawa`kihu wa hum m~ukoramuwna,fkh   krm
37,43,fiY jan~a`ti {l n~aEiymi, jnn  nEm
37,44,EalaY` sururK m~utaqa`biliyna, srr qbl
37,45,yuTaAfu Ealayo him bi ka>osK m~in m~aEiynK],Twf    kAs  Eyn
37,46,bayoDaA^'a la*~apK l~i l $~a`ribiyna,byD l**   $rb
37,47,laA fiy haA gawolN wa laA humo Eano haA yunzafu wna,   gwl      nzf 
37,48,wa Einda humo qa`Sira`tu {l T~arofi EiynN, End  qSr  Trf Eyn
37,49,ka>an~a hun~a bayoDN m~akonuwnN,  byD knn
37,50,fa >aqobala baEoDu humo EalaY` baEoDK yatasaA^'alu wna, qbl bED   bED sAl 
37,51,qaAla qaA^}ilN m~ino humo <in~i Y kaAna li Y qariynN,qwl qwl     kwn   qrn
37,52,yaquwlu >a 'in~a ka la mina {lo muSad~iqiyna,qwl       Sdq
37,53,>a 'i*aA mito naA wa ku n~aA turaAbFA wa EiZa`mFA >a 'in~a A la madiynuwna,  mwt   kwn  trb  EZm     dyn
37,54,qaAla halo >antum m~uT~aliEuwna,qwl   TlE
37,55,fa {T~alaEa fa ra'aA hu fiY sawaA^'i {lo jaHiymi, TlE  rAy   swy  jHm
37,56,qaAla ta {ll~ahi <in kid t~a la turodiy ni,qwl  Alh  kwd   rdy 
37,57,wa lawolaA niEomapu rab~i Y la kun tu mina {lo muHoDariyna,  nEm rbb   kwn    HDr
37,58,>a fa maA naHonu bi may~itiyna,     mwt
37,59,<il~aA mawotata naA {lo >uwlaY` wa maA naHonu bi muEa*~abiyna, mwt   Awl     E*b
37,60,<in~a ha`*aA la huwa {lo fawozu {lo EaZiymu,     fwz  EZm
37,61,li mivoli ha`*aA fa lo yaEomali {lo Ea`miluwna, mvl    Eml  Eml
37,62,>a *a`lika xayorN n~uzulFA >amo $ajarapu {l z~aq~uwmi,  xyr nzl  $jr  zqm
37,63,<in~a A jaEalo na` haA fitonapF l~i l Z~a`limiyna,  jEl   ftn   Zlm
37,64,<in~a haA $ajarapN taxoruju fiY^ >aSoli {lo jaHiymi,  $jr xrj  ASl  jHm
37,65,"TaloEu haA ka>an~a hu, ru'uwsu {l $~aya`Tiyni",TlE    rAs  $Tn
37,66,fa <in~a humo la 'aAkiluwna mino haA fa maAli_#uwna mino haA {lo buTuwna,    Akl    mlA    bTn
37,67,vum~a <in~a la humo Ealayo haA la $awobFA m~ino HamiymK,       $wb  Hmm
37,68,vum~a <in~a marojiEa humo la <ilaY {lo jaHiymi,  rjE     jHm
37,69,<in~a humo >alofa woA@ 'aAbaA^'a humo DaA^l~iyna,  lfw  Abw  Dll
37,70,fa humo EalaY`^ 'aAva`ri himo yuhoraEu wna,   Avr  hrE 
37,71,wa la qado Dal~a qabola humo >akovaru {lo >aw~aliyna,   Dll qbl  kvr  Awl
37,72,wa la qado >arosalo naA fiy him m~un*iriyna,   rsl    n*r
37,73,fa {nZuro kayofa kaAna Ea`qibapu {lo mun*ariyna," nZr kyf
 kwn Eqb  n*r"
37,74,<il~aA EibaAda {ll~ahi {lo muxolaSiyna, Ebd Alh  xlS
37,75,wa la qado naAdaY` naA nuwHN fa la niEoma {lo mujiybuwna,   ndw     nEm  jwb
37,76,"wa naj~ayo na` hu wa >ahola hu, mina {lo karobi {lo EaZiymi", njw    Ahl    krb  EZm
37,77,"wa jaEalo naA *ur~iy~ata hu, humu {lo baAqiyna", jEl  *rr    bqy
37,78,wa tarako naA Ealayo hi fiY {lo 'aAxiriyna, trk      Axr
37,79,sala`mN EalaY` nuwHK fiY {lo Ea`lamiyna,slm     Elm
37,80,<in~a A ka *a`lika najoziY {lo muHosiniyna,    jzy  Hsn
37,81,"<in~a hu, mino EibaAdi naA {lo mu&ominiyna",   Ebd   Amn
37,82,vum~a >agoraqo naA {lo 'aAxariyna, grq   Axr
37,83,wa <in~a min $iyEati hi. la <ibora`hiyma,   $yE   
37,84,"<i*o jaA^'a rab~a hu, bi qalobK saliymK", jyA rbb   qlb slm
37,85,<i*o qaAla li >abiy hi wa qawomi hi. maA*aA taEobudu wna, qwl  Abw   qwm   Ebd 
37,86,>a }ifokFA 'aAlihapF duwna {ll~ahi turiydu wna, Afk Alh dwn Alh rwd 
37,87,fa maA Zan~u kum bi rab~i {lo Ea`lamiyna,  Znn   rbb  Elm
37,88,fa naZara naZorapF fiY {l n~ujuwmi, nZr nZr   njm
37,89,fa qaAla <in~i Y saqiymN, qwl   sqm
37,90,fa tawal~a woA@ Eano hu mudobiriyna, wly    dbr
37,91,fa raAga <ilaY`^ 'aAlihati himo fa qaAla >a laA ta>okulu wna, rwg  Alh   qwl   Akl 
37,92,maA la kumo laA tanTiqu wna,    nTq 
37,93,fa raAga Ealayo himo DarobF[A bi {lo yamiyni, rwg   Drb   ymn
37,94,fa >aqobalu w^A@ <ilayo hi yazif~u wna, qbl    zff 
37,95,qaAla >a taEobudu wna maA tanoHitu wna,qwl  Ebd   nHt 
37,96,wa {ll~ahu xalaqa kumo wa maA taEomalu wna, Alh xlq    Eml 
37,97,"qaAlu wA@ {bonu wA@ la hu, bunoya`nFA fa >aloqu w hu fiY {lo jaHiymi",qwl  bny    bny  lqy     jHm
37,98,fa >araAdu wA@ bi hi. kayodFA fa jaEalo na` humu {lo >asofaliyna, rwd    kyd  jEl    sfl
37,99,wa qaAla <in~i Y *aAhibN <ilaY` rab~i Y sa yahodiy ni, qwl   *hb  rbb   hdy 
37,100,rab~i  habo li Y mina {l S~a`liHiyna,rbb  whb     SlH
37,101,fa ba$~aro na` hu bi gula`mK HaliymK, b$r    glm Hlm
37,102,fa lam~aA balaga maEa hu {l s~aEoYa qaAla ya` bunaY~a  <in~i Y^ >araY` fiY {lo manaAmi >an~i Y^ >a*obaHu ka fa {nZuro maA*aA taraY` qaAla ya`^ >abati  {foEalo maA tu&omaru sa tajidu niY^ <in $aA^'a {ll~ahu mina {l S~a`biriyna,  blg    sEy qwl  bny    rAy   nwm   *bH   nZr  rAy qwl  Abw  fEl  Amr  wjd   $yA Alh   Sbr
37,103,"fa lam~aA^ >asolama A wa tal~a hu, li lo jabiyni",  slm   tll    jbn
37,104,wa na`dayo na` hu >an ya`^ <ibora`hiymu, ndw     
37,105,qado Sad~aqo ta {l r~u'oyaA^ <in~a A ka *a`lika najoziY {lo muHosiniyna, Sdq   rAy     jzy  Hsn
37,106,<in~a ha`*aA la huwa {lo bala`^&uA@ {lo mubiynu,     blw  byn
37,107,wa fadayo na` hu bi *iboHK EaZiymK, fdy    *bH EZm
37,108,wa tarako naA Ealayo hi fiY {lo 'aAxiriyna, trk      Axr
37,109,sala`mN EalaY`^ <ibora`hiyma,slm  
37,110,ka *a`lika najoziY {lo muHosiniyna,  jzy  Hsn
37,111,"<in~a hu, mino EibaAdi naA {lo mu&ominiyna",   Ebd   Amn
37,112,wa ba$~aro na` hu bi <isoHa`qa nabiy~FA m~ina {l S~a`liHiyna, b$r     nbA   SlH
37,113,wa ba`rako naA Ealayo hi wa EalaY`^ <isoHa`qa wa min *ur~iy~ati himaA muHosinN wa ZaAlimN l~i nafosi hi. mubiynN, brk         *rr  Hsn  Zlm  nfs  byn
37,114,wa la qado mana n~aA EalaY` muwsaY` wa ha`ruwna,   mnn     
37,115,wa naj~ayo na` humaA wa qawoma humaA mina {lo karobi {lo EaZiymi, njw    qwm    krb  EZm
37,116,wa naSaro na` humo fa kaAnu wA@ humu {lo ga`libiyna, nSr    kwn    glb
37,117,wa 'aAtayo na` humaA {lo kita`ba {lo musotabiyna, Aty    ktb  byn
37,118,wa hadayo na` humaA {l S~ira`Ta {lo musotaqiyma, hdy    SrT  qwm
37,119,wa tarako naA Ealayo himaA fiY {lo 'aAxiriyna, trk      Axr
37,120,sala`mN EalaY` muwsaY` wa ha`ruwna,slm    
37,121,<in~a A ka *a`lika najoziY {lo muHosiniyna,    jzy  Hsn
37,122,<in~a humaA mino EibaAdi naA {lo mu&ominiyna,   Ebd   Amn
37,123,wa <in~a <iloyaAsa la mina {lo murosaliyna,      rsl
37,124,<i*o qaAla li qawomi hi.^ >a laA tat~aqu wna, qwl  qwm    wqy 
37,125,>a tadoEu wna baEolFA wa ta*aru wna >aHosana {lo xa`liqiyna, dEw  bEl  w*r  Hsn  xlq
37,126,{ll~aha rab~a kumo wa rab~a 'aAbaA^}i kumu {lo >aw~aliyna,Alh rbb   rbb Abw   Awl
37,127,fa ka*~abu w hu fa <in~a humo la muHoDaruwna, k*b       HDr
37,128,<il~aA EibaAda {ll~ahi {lo muxolaSiyna, Ebd Alh  xlS
37,129,wa tarako naA Ealayo hi fiY {lo 'aAxiriyna, trk      Axr
37,130,sala`mN EalaY`^ <ilo yaAsiyna,slm  
37,131,<in~a A ka *a`lika najoziY {lo muHosiniyna,    jzy  Hsn
37,132,"<in~a hu, mino EibaAdi naA {lo mu&ominiyna",   Ebd   Amn
37,133,wa <in~a luwTFA l~a mina {lo murosaliyna,      rsl
37,134,"<i*o naj~ayo na` hu wa >ahola hu,^ >ajomaEiyna", njw    Ahl  jmE
37,135,<il~aA EajuwzFA fiY {lo ga`biriyna, Ejz   gbr
37,136,vum~a dam~aro naA {lo 'aAxariyna, dmr   Axr
37,137,wa <in~a kumo la tamur~u wna Ealayo him m~uSobiHiyna,    mrr    SbH
37,138,wa bi {l~a yoli >a fa laA taEoqilu wna,   lyl    Eql 
37,139,wa <in~a yuwnusa la mina {lo murosaliyna,      rsl
37,140,<i*o >abaqa <ilaY {lo fuloki {lo ma$oHuwni, Abq   flk  $Hn
37,141,fa saAhama fa kaAna mina {lo mudoHaDiyna, shm  kwn   dHD
37,142,fa {lotaqama hu {lo Huwtu wa huwa muliymN, lqm   Hwt   lwm
37,143,"fa lawolaA^ >an~a hu, kaAna mina {lo musab~iHiyna",    kwn   sbH
37,144,la labiva fiY baToni hi.^ <ilaY` yawomi yuboEavu wna, lbv  bTn   ywm bEv 
37,145,fa naba*o na` hu bi {lo EaraA^'i wa huwa saqiymN, nb*     Ery   sqm
37,146,wa >an[bato naA Ealayo hi $ajarapF m~in yaqoTiynK, nbt    $jr  
37,147,wa >arosalo na` hu <ilaY` miA@}api >alofK >awo yaziydu wna, rsl    mAy Alf  zyd 
37,148,fa _#aAmanu wA@ fa mat~aEo na` humo <ilaY` HiynK, Amn   mtE    Hyn
37,149,fa {sotafoti himo >a li rab~i ka {lo banaAtu wa la humu {lo banuwna, fty    rbb   bny     bny
37,150,>amo xalaqo naA {lo mala`^}ikapa <ina`vFA wa humo $a`hiduwna, xlq   mlk Anv   $hd
37,151,>alaA^ <in~a hum m~ino <ifoki himo la yaquwlu wna,    Afk   qwl 
37,152,walada {ll~ahu wa <in~a humo la ka`*ibuwna,wld Alh     k*b
37,153,>a SoTafaY {lo banaAti EalaY {lo baniyna, Sfw  bny   bny
37,154,maA la kumo kayofa taHokumu wna,"   kyf
 Hkm "
37,155,>a fa laA ta*ak~aru wna,   *kr 
37,156,>amo la kumo suloTa`nN m~ubiynN,   slT byn
37,157,fa >otu wA@ bi kita`bi kumo <in kun tumo Sa`diqiyna, Aty   ktb   kwn  Sdq
37,158,"wa jaEalu wA@ bayona hu, wa bayona {lo jin~api nasabFA wa la qado Ealimati {lo jin~apu <in~a humo la muHoDaruwna", jEl  byn   byn  jnn nsb    Elm  jnn    HDr
37,159,suboHa`na {ll~ahi Ea m~aA yaSifu wna,sbH Alh   wSf 
37,160,<il~aA EibaAda {ll~ahi {lo muxolaSiyna, Ebd Alh  xlS
37,161,fa <in~a kumo wa maA taEobudu wna,     Ebd 
37,162,maA^ >antumo Ealayo hi bi fa`tiniyna,     ftn
37,163,<il~aA mano huwa SaAli {lo jaHiymi,   Sly  jHm
37,164,"wa maA min~a A^ <il~aA la hu, maqaAmN m~aEoluwmN",       qwm Elm
37,165,wa <in~a A la naHonu {l S~aA^f~uwna,      Sff
37,166,wa <in~a A la naHonu {lo musab~iHuwna,      sbH
37,167,wa <in kaAnu wA@ la yaquwlu wna,  kwn   qwl 
37,168,lawo >an~a Einda naA *ikorFA m~ina {lo >aw~aliyna,  End  *kr   Awl
37,169,la ku n~aA EibaAda {ll~ahi {lo muxolaSiyna, kwn  Ebd Alh  xlS
37,170,fa kafaru wA@ bi hi. fa sawofa yaEolamu wna, kfr      Elm 
37,171,wa la qado sabaqato kalimatu naA li EibaAdi naA {lo murosaliyna,   sbq klm   Ebd   rsl
37,172,<in~a humo la humu {lo manSuwruwna,     nSr
37,173,wa <in~a junda naA la humu {lo ga`libuwna,  jnd     glb
37,174,fa tawal~a Eano humo Hat~aY` HiynK, wly    Hyn
37,175,wa >aboSiro humo fa sawofa yuboSiru wna, bSr    bSr 
37,176,>a fa bi Ea*aAbi naA yasotaEojilu wna,   E*b  Ejl 
37,177,fa <i*aA nazala bi saAHati himo fa saA^'a SabaAHu {lo mun*ariyna,  nzl  swH   swA SbH  n*r
37,178,wa tawal~a Eano humo Hat~aY` HiynK, wly    Hyn
37,179,wa >aboSiro fa sawofa yuboSiru wna, bSr   bSr 
37,180,suboHa`na rab~i ka rab~i {lo Eiz~api Ea m~aA yaSifu wna,sbH rbb  rbb  Ezz   wSf 
37,181,wa sala`mN EalaY {lo murosaliyna, slm   rsl
37,182,wa {lo Hamodu li l~ahi rab~i {lo Ea`lamiyna,  Hmd  Alh rbb  Elm
38,1,S^ wa {lo quro'aAni *iY {l *~ikori,   qrA   *kr
38,2,bali {l~a*iyna kafaru wA@ fiY Eiz~apK wa $iqaAqK,  kfr   Ezz  $qq
38,3,kamo >aholako naA min qaboli him m~in qaronK fa naAda wA@ w~a laAta Hiyna manaASK, hlk   qbl   qrn  ndw   lwt Hyn nwS
38,4,wa Eajibu w^A@ >an jaA^'a hum m~un*irN m~ino humo wa qaAla {lo ka`firuwna ha`*aA sa`HirN ka*~aAbN, Ejb   jyA  n*r    qwl  kfr  sHr k*b
38,5,>a jaEala {lo 'aAlihapa <ila`hFA wa`HidFA <in~a ha`*aA la $aYo'N EujaAbN, jEl  Alh Alh wHd    $yA Ejb
38,6,wa {nTalaqa {lo mala>u mino humo >ani {mo$u wA@ wa {Sobiru wA@ EalaY`^ 'aAlihati kumo <in~a ha`*aA la $aYo'N yuraAdu, Tlq  mlA    m$y   Sbr   Alh     $yA rwd
38,7,maA samiEo naA bi ha`*aA fiY {lo mil~api {lo 'aAxirapi <ino ha`*aA^ <il~aA {xotila`qN, smE      mll  Axr    xlq
38,8,>a 'unzila Ealayo hi {l *~ikoru min[ bayoni naA balo humo fiY $ak~K m~in *ikori Y bal l~am~aA ya*uwqu wA@ Ea*aAbi , nzl    *kr  byn     $kk  *kr    *wq  E*b 
38,9,>amo Einda humo xazaA^}inu raHomapi rab~i ka {lo Eaziyzi {lo wah~aAbi, End  xzn rHm rbb   Ezz  whb
38,10,>amo la hum m~uloku {l s~ama`wa`ti wa {lo >aroDi wa maA bayona humaA fa lo yarotaqu wA@ fiY {lo >asoba`bi,   mlk  smw   ArD   byn    rqy    sbb
38,11,jundN m~aA hunaAlika mahozuwmN m~ina {lo >aHozaAbi,jnd   hzm   Hzb
38,12,ka*~abato qabola humo qawomu nuwHK wa EaAdN wa firoEawonu *uw {lo >awotaAdi,k*b qbl  qwm   Ewd     wtd
38,13,wa vamuwdu wa qawomu luwTK wa >aSoHa`bu lo _#ayokapi >uw@la`^}ika {lo >aHozaAbu,   qwm   SHb     Hzb
38,14,<in kul~N <il~aA ka*~aba {l r~usula fa Haq~a EiqaAbi , kll  k*b  rsl  Hqq Eqb 
38,15,wa maA yanZuru ha`^&ulaA^'i <il~aA SayoHapF wa`HidapF m~aA la haA min fawaAqK,  nZr   SyH wHd     fwq
38,16,wa qaAlu wA@ rab~a naA Eaj~il l~a naA qiT~a naA qabola yawomi {lo HisaAbi, qwl  rbb  Ejl   qTT  qbl ywm  Hsb
38,17,"{Sobiro EalaY` maA yaquwlu wna wa {*okuro Eaboda naA daAwu,da *aA {lo >ayodi <in~a hu,^ >aw~aAbN",Sbr   qwl   *kr Ebd     Ayd   Awb
38,18,"<in~a A sax~aro naA {lo jibaAla maEa hu, yusab~iHo na bi {lo Ea$iY~i wa {lo <i$oraAqi",  sxr   jbl   sbH    E$w   $rq
38,19,"wa {l T~ayora maHo$uwrapF kul~N l~a hu,^ >aw~aAbN",  Tyr H$r kll   Awb
38,20,"wa $adado naA muloka hu, wa 'aAtayo na` hu {lo Hikomapa wa faSola {lo xiTaAbi", $dd  mlk   Aty    Hkm  fSl  xTb
38,21,wa halo >ataY` ka naba&uA@ {lo xaSomi <i*o tasaw~aru wA@ {lo miHoraAba,  Aty  nbA  xSm  swr   Hrb
38,22,"<i*o daxalu wA@ EalaY` daAwu,da fa faziEa mino humo qaAlu wA@ laA taxafo xaSomaAni bagaY` baEoDu naA EalaY` baEoDK fa {Hokum bayona naA bi {lo Haq~i wa laA tu$oTiTo wa {hodi naA^ <ilaY` sawaA^'i {l S~ira`Ti", dxl     fzE   qwl   xwf xSm bgy bED   bED  Hkm byn    Hqq   $TT  hdy   swy  SrT
38,23,"<in~a ha`*aA^ >axi Y la hu, tisoEN wa tisoEuwna naEojapF wa li Ya naEojapN wa`HidapN fa qaAla >akofilo niy haA wa Eaz~a niY fiY {lo xiTaAbi",  Axw    tsE  tsE nEj    nEj wHd  qwl kfl    Ezz    xTb
38,24,"qaAla la qado Zalama ka bi su&aAli naEojati ka <ilaY` niEaAji hi. wa <in~a kaviyrFA m~ina {lo xulaTaA^'i la yabogiY baEoDu humo EalaY` baEoDK <il~aA {l~a*iyna 'aAmanu wA@ wa Eamilu wA@ {l S~a`liHa`ti wa qaliylN m~aA humo wa Zan~a daAwu,du >an~a maA fata n~a` hu fa {sotagofara rab~a hu, wa xar~a raAkiEFA wa >anaAba",qwl   Zlm   sAl nEj   nEj    kvr   xlT  bgy bED   bED   Amn   Eml   SlH  qll    Znn    ftn    gfr rbb   xrr rkE  nwb
38,25,"fa gafaro naA la hu, *a`lika wa <in~a la hu, Einda naA la zulofaY` wa Husona ma_#aAbK", gfr         End   zlf  Hsn Awb
